Data entropy: {1.7284075634265403}
Data redundancy: {0.6543184873146919}
Ngrams::
о ,0.020967024588601564
е ,0.020839951712307007
и ,0.01931507719677235
а ,0.018362030624563187
 н,0.01721837473791219
 п,0.01632886460385031
 с,0.013850943516106487
 в,0.013406188449075545
я ,0.013342652010928267
ст,0.012834360505750047
но,0.011373022428362667
то,0.011309485990215388
 и,0.010229366541711672
 т,0.010102293665417117
по,0.009848147912828007
ь ,0.00927631996950251
на,0.00927631996950251
 к,0.008450346273587903
й ,0.00825973695914607
не,0.00825973695914607
ка,0.008132664082851515
ал,0.007814981892115129
ен,0.007687909015820573
 м,0.007560836139526018
 о,0.007560836139526018
ов,0.007433763263231463
ол,0.0073702268250841856
м ,0.007306690386936908
ло,0.007052544634347798
ра,0.006989008196200521
ть,0.006925471758053243
у ,0.006925471758053243
пр,0.006925471758053243
 д,0.006734862443611411
та,0.006734862443611411
во,0.006734862443611411
 б,0.0066713260054641335
от,0.0066713260054641335
ос,0.006607789567316856
ко,0.0065442531291695786
ни,0.006353643814727746
за,0.006353643814727746
т ,0.006290107376580469
ро,0.006290107376580469
ли,0.006226570938433191
к ,0.006099498062138636
ва,0.005972425185844081
л ,0.0057182794332549716
ре,0.005400597242518584
в ,0.005400597242518584
ор,0.005337060804371307
те,0.005273524366224029
ом,0.005209987928076752
 р,0.005209987928076752
да,0.0048923057373403646
ак,0.004828769299193087
ил,0.004828769299193087
ог,0.004828769299193087
ве,0.00476523286104581
 з,0.004701696422898532
го,0.004638159984751255
 у,0.004638159984751255
мо,0.004638159984751255
ы ,0.004574623546603977
ой,0.0045110871084567
ат,0.0045110871084567
од,0.004447550670309422
ер,0.004447550670309422
 ч,0.004447550670309422
ри,0.004447550670309422
ла,0.0041934049177203125
ел,0.0041934049177203125
ки,0.004129868479573035
ем,0.003939259165131203
ме,0.003939259165131203
ле,0.003875722726983925
ся,0.003875722726983925
он,0.0037486498506893702
ти,0.0036851134125420928
ет,0.0036215769743948153
до,0.003558040536247538
ну,0.0034945040981002604
с ,0.003430967659952983
 я,0.003430967659952983
се,0.003430967659952983
че,0.003430967659952983
вы,0.0033674312218057055
ес,0.0033674312218057055
аз,0.0033674312218057055
бо,0.003303894783658428
же,0.003303894783658428
 г,0.003303894783658428
ис,0.003303894783658428
ам,0.003303894783658428
де,0.0032403583455111505
ль,0.0032403583455111505
эт,0.0032403583455111505
ви,0.003176821907363873
ав,0.0031132854692165956
об,0.0031132854692165956
ит,0.003049749031069318
ск,0.003049749031069318
ин,0.003049749031069318
со,0.003049749031069318
ан,0.0029226761547747632
ю ,0.0027956032784802083
ас,0.002732066840332931
пе,0.002732066840332931
ег,0.002732066840332931
сл,0.0026685304021856534
сь,0.0026685304021856534
ма,0.002604993964038376
им,0.002604993964038376
тр,0.0025414575258910985
си,0.0025414575258910985
ны,0.0025414575258910985
 а,0.0025414575258910985
ие,0.0025414575258910985
бы,0.0025414575258910985
вс,0.002477921087743821
ми,0.002477921087743821
 л,0.0024143846495965435
ус,0.0024143846495965435
ив,0.0024143846495965435
 ж,0.0024143846495965435
ед,0.002350848211449266
ар,0.002350848211449266
ый,0.0022873117733019886
ик,0.0022873117733019886
ку,0.002223775335154711
уд,0.0021602388970074337
ут,0.0021602388970074337
х ,0.0020967024588601562
нн,0.0020967024588601562
ок,0.0020967024588601562
ня,0.0020331660207128788
ще,0.0020331660207128788
мн,0.0020331660207128788
бе,0.0020331660207128788
са,0.0020331660207128788
чт,0.0020331660207128788
аю,0.0019696295825656013
хо,0.0019696295825656013
лс,0.0019696295825656013
па,0.0019696295825656013
ож,0.0019696295825656013
му,0.0019060931444183239
оп,0.0019060931444183239
оч,0.0019060931444183239
 э,0.0019060931444183239
из,0.0019060931444183239
ры,0.0018425567062710464
ое,0.0018425567062710464
ты,0.0018425567062710464
ия,0.0018425567062710464
 х,0.001779020268123769
ая,0.001779020268123769
уж,0.001779020268123769
